gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,padj,neglogp,sig
Ranbp6,0.9937220528407156,-9.752701612351991e-4,0.047,0.047,1,1,-0,FALSE
Gm14636,0.99373013855803,-0.03278529967407834,0.146,0.146,1,1,-0,FALSE
Aprt,0.9937433631598057,-0.008180982871869746,0.854,0.842,1,1,-0,FALSE
Gm43597,0.9938584553717579,-8.408466434785353e-5,0.008,0.008,1,1,-0,FALSE
Dnaaf4,0.9938584553717579,-0.0012997575214296975,0.008,0.008,1,1,-0,FALSE
Fn3krp,0.9938584553717579,-0.0032278530878256185,0.008,0.008,1,1,-0,FALSE
Hist1h2bg,0.9938584553717579,-0.0013047742116202637,0.008,0.008,1,1,-0,FALSE
A730061H03Rik,0.9938584553717579,-0.001435227538458191,0.008,0.008,1,1,-0,FALSE
Gm19967,0.99386172920363125,0.00537368586699561,0.035,0.036,1,1,-0,FALSE
Uhrf1,0.9938975530768269,1.922055902288863e-15,0.022,0.022,1,1,-0,FALSE
Polr3gl,0.9939002962575874,-0.005689068010932469,0.157,0.154,1,1,-0,FALSE
Aifm1,0.9939959026436002,-0.0022162177574003294,0.258,0.259,1,1,-0,FALSE
Zfp286,0.9940015239460188,-0.0012152824049142868,0.01,0.01,1,1,-0,FALSE
Nek8,0.9940015239460188,0.003893195409465618,0.01,0.01,1,1,-0,FALSE
Mrtfb,0.9940298288037114,0.0015656297758312454,0.116,0.119,1,1,-0,FALSE
Smim5,0.9940545954760228,-0.0029008001321606945,0.016,0.016,1,1,-0,FALSE
Dab2ip,0.9940736980558922,9.610279511444748e-16,0.014,0.014,1,1,-0,FALSE
Sepsecs,0.9941870774068605,0.013064693267275405,0.047,0.047,1,1,-0,FALSE
Strbp,0.9942775321908442,0.0017536131574221216,0.067,0.067,1,1,-0,FALSE
Nemp1,0.9942794944732175,-0.0033413435293854765,0.037,0.038,1,1,-0,FALSE
Alkbh5,0.9942969388842797,0.004950636239123729,0.524,0.528,1,1,-0,FALSE
Scfd1,0.994443014154478,-0.03184214881600794,0.447,0.435,1,1,-0,FALSE
Aox1,0.9944837936076292,-6.326327435030672e-4,0.004,0.004,1,1,-0,FALSE
Epb41l5,0.9944837936076292,-8.373850216495953e-4,0.004,0.004,1,1,-0,FALSE
Cadm3,0.9944837936076292,0,0.004,0.004,1,1,-0,FALSE
Dclk1,0.9944837936076292,-8.649226311980226e-4,0.004,0.004,1,1,-0,FALSE
Slc27a3,0.9944837936076292,-0.0012659834145771864,0.004,0.004,1,1,-0,FALSE
Gm12522,0.9944837936076292,-0.0031092958839379157,0.004,0.004,1,1,-0,FALSE
Kif24,0.9944837936076292,-0.0011065669774656252,0.004,0.004,1,1,-0,FALSE
Zfp37,0.9944837936076292,-0.0017082169454652016,0.004,0.004,1,1,-0,FALSE
Corin,0.9944837936076292,-7.226827804817032e-4,0.004,0.004,1,1,-0,FALSE
Zfp109,0.9944837936076292,-0.002962829047983743,0.004,0.004,1,1,-0,FALSE
Fah,0.9944837936076292,-0.0010654634539011632,0.004,0.004,1,1,-0,FALSE
Lmo1,0.9944837936076292,-1.69838727288551e-6,0.004,0.004,1,1,-0,FALSE
Gm26887,0.9944837936076292,-0.0018272412899982267,0.004,0.004,1,1,-0,FALSE
Crnde,0.9944837936076292,-7.320662340860947e-4,0.004,0.004,1,1,-0,FALSE
Icam5,0.9944837936076292,-5.899819857402688e-4,0.004,0.004,1,1,-0,FALSE
5930403N24Rik,0.9944837936076292,-0.010286164998864783,0.004,0.004,1,1,-0,FALSE
Col6a1,0.9944837936076292,-3.203426503814917e-16,0.004,0.004,1,1,-0,FALSE
Adamts2,0.9944837936076292,-0.0018526748655246696,0.004,0.004,1,1,-0,FALSE
Prr15l,0.9944837936076292,-0.0014419402124935608,0.004,0.004,1,1,-0,FALSE
Gm17111,0.9944837936076292,-8.095384151842453e-4,0.004,0.004,1,1,-0,FALSE
Il31ra,0.9944837936076292,-0.0019574947192304657,0.004,0.004,1,1,-0,FALSE
Gm41077,0.9944837936076292,-0.0023358911278288466,0.004,0.004,1,1,-0,FALSE
Gm7324,0.9944837936076292,-0.0029882906439884197,0.004,0.004,1,1,-0,FALSE
Gm10366,0.9944837936076292,-0.006981617314155416,0.004,0.004,1,1,-0,FALSE
Kbtbd6,0.9944837936076292,-0.0034527144678205587,0.004,0.004,1,1,-0,FALSE
Prph,0.9944837936076292,-0.004323175245181873,0.004,0.004,1,1,-0,FALSE
C230013L11Rik,0.9944837936076292,-0.002314669825653104,0.004,0.004,1,1,-0,FALSE
Gm36199,0.9944837936076292,-0.003257720320461981,0.004,0.004,1,1,-0,FALSE
Btnl2,0.9944837936076292,-0.012058130162148115,0.004,0.004,1,1,-0,FALSE
Sptbn2,0.9944837936076292,-0.003939466245273124,0.004,0.004,1,1,-0,FALSE
Cfap43,0.9944837936076292,-0.0011964041033222066,0.004,0.004,1,1,-0,FALSE
Pelp1,0.9945119402007492,-0.0314478035384638,0.203,0.202,1,1,-0,FALSE
Gm31814,0.9945680831990502,-0.005388559644407848,0.087,0.087,1,1,-0,FALSE
A630072M18Rik,0.9946721790602895,3.7336153267596844e-4,0.067,0.067,1,1,-0,FALSE
Aifm2,0.9946921608556064,0.023708181784047933,0.244,0.251,1,1,-0,FALSE
Frg2f1,0.994763109210083,0.003913316335304826,0.018,0.018,1,1,-0,FALSE
Cep68,0.9948118291396987,-0.001406063235061282,0.071,0.071,1,1,-0,FALSE
Pik3c2b,0.9948475205504331,-8.818952853132186e-5,0.006,0.006,1,1,-0,FALSE
Sox13,0.9948475205504331,-4.4639041254458716e-4,0.006,0.006,1,1,-0,FALSE
Tgm3,0.9948475205504331,-1.6670949043212825e-7,0.006,0.006,1,1,-0,FALSE
Gm42893,0.9948475205504331,-7.037040446393169e-4,0.006,0.006,1,1,-0,FALSE
Hs3st1,0.9948475205504331,0,0.006,0.006,1,1,-0,FALSE
Gm28731,0.9948475205504331,-7.458258361975286e-4,0.006,0.006,1,1,-0,FALSE
Gm15326,0.9948475205504331,-0.0014354151212955869,0.006,0.006,1,1,-0,FALSE
Vdac3,0.9949129211522805,-0.018028602277375905,0.764,0.739,1,1,-0,FALSE
Gm16754,0.9949203002277706,0.0075730469220957105,0.014,0.014,1,1,-0,FALSE
F5,0.9949750834462785,-0.0014144137041120029,0.008,0.008,1,1,-0,FALSE
1700029I15Rik,0.9949750834462785,-0.0010686925102135819,0.008,0.008,1,1,-0,FALSE
Cavin3,0.9949750834462785,3.2034265038149147e-16,0.008,0.008,1,1,-0,FALSE
Sat2,0.9949750834462785,-0.002612763619699387,0.008,0.008,1,1,-0,FALSE
BC051537,0.9949750834462785,4.850306565357858e-4,0.008,0.008,1,1,-0,FALSE
9330160F10Rik,0.9950003350582484,7.866123868972529e-4,0.026,0.026,1,1,-0,FALSE
Gm16556,0.9950012555668182,0.005842545399041452,0.01,0.01,1,1,-0,FALSE
Erp27,0.9950012555668182,-7.673930707309843e-4,0.01,0.01,1,1,-0,FALSE
Tagln,0.9950012555668182,4.6338467755358296e-4,0.01,0.01,1,1,-0,FALSE
Pacrg,0.9950012555668182,-1.9280394364618123e-4,0.01,0.01,1,1,-0,FALSE
Osbpl1a,0.9950124885999089,-0.030950212323265364,0.148,0.148,1,1,-0,FALSE
Ppp2r3a,0.995061775930608,0.011269483655980104,0.033,0.034,1,1,-0,FALSE
Eif4g3,0.995102541798329,-0.03402835659387604,0.589,0.561,1,1,-0,FALSE
Nfkbib,0.9951912763343227,-0.056348344085994984,0.533,0.506,1,1,-0,FALSE
Zfp324,0.9955112279152335,0.003215977222974415,0.018,0.018,1,1,-0,FALSE
Chst3,0.9955112279152335,2.1022618764991882e-6,0.018,0.018,1,1,-0,FALSE
Nme4,0.9956252864660885,0.00969288251824986,0.026,0.026,1,1,-0,FALSE
St8sia6,0.9956400180327276,0.010381129542437657,0.016,0.016,1,1,-0,FALSE
Carmil2,0.9957669081187976,-0.00432213076784141,0.014,0.014,1,1,-0,FALSE
Trp53cor1,0.9957669081187976,8.472754680957581e-4,0.014,0.014,1,1,-0,FALSE
Slc34a2,0.9958890368242058,0,0.012,0.012,1,1,-0,FALSE
Gm15972,0.9958890368242058,0.003886374991445016,0.012,0.012,1,1,-0,FALSE
Tek,0.996000995035681,0,0.01,0.01,1,1,-0,FALSE
Tbc1d30,0.996000995035681,0.00295926024154869,0.01,0.01,1,1,-0,FALSE
Ccnb1,0.996000995035681,-3.3859801892789773e-4,0.01,0.01,1,1,-0,FALSE
Tspan18,0.9960598372030169,0,0.004,0.004,1,1,-0,FALSE
Bmp2,0.9960598372030169,-8.237565220910949e-4,0.004,0.004,1,1,-0,FALSE
Ism1,0.9960598372030169,-5.630509412787763e-4,0.004,0.004,1,1,-0,FALSE
9230111E07Rik,0.9960598372030169,-2.4633976607266054e-4,0.004,0.004,1,1,-0,FALSE
Gm12728,0.9960598372030169,-7.120090541080934e-4,0.004,0.004,1,1,-0,FALSE
Zfp982,0.9960598372030169,-4.8538321537296755e-4,0.004,0.004,1,1,-0,FALSE
Sorcs2,0.9960598372030169,-4.630142376550023e-4,0.004,0.004,1,1,-0,FALSE
Il5ra,0.9960598372030169,-3.203426503814917e-16,0.004,0.004,1,1,-0,FALSE
Zfp239,0.9960598372030169,-9.359920872854864e-4,0.004,0.004,1,1,-0,FALSE
Zfp940,0.9960598372030169,-8.328908909918714e-15,0.004,0.004,1,1,-0,FALSE
Gm2788,0.9960598372030169,-0.0012405922650999923,0.004,0.004,1,1,-0,FALSE
Arnt2,0.9960598372030169,-4.897250878122991e-4,0.004,0.004,1,1,-0,FALSE
Tpbgl,0.9960598372030169,-4.6945921691274794e-4,0.004,0.004,1,1,-0,FALSE
1700003G18Rik,0.9960598372030169,-0.005443386246593575,0.004,0.004,1,1,-0,FALSE
Adgrg3,0.9960598372030169,-3.135593063515363e-4,0.004,0.004,1,1,-0,FALSE
Bcar1,0.9960598372030169,-2.987061953499565e-4,0.004,0.004,1,1,-0,FALSE
Gm47828,0.9960598372030169,-9.610279511444748e-16,0.004,0.004,1,1,-0,FALSE
Perp,0.9960598372030169,-0.0012552795044955898,0.004,0.004,1,1,-0,FALSE
Gm10392,0.9960598372030169,-0.0015873373897101095,0.004,0.004,1,1,-0,FALSE
Tcap,0.9960598372030169,-6.405510657474468e-4,0.004,0.004,1,1,-0,FALSE
BC030867,0.9960598372030169,-8.736161640229967e-4,0.004,0.004,1,1,-0,FALSE
Gpx8,0.9960598372030169,-5.218292349430985e-4,0.004,0.004,1,1,-0,FALSE
Fitm1,0.9960598372030169,-7.322834031303848e-4,0.004,0.004,1,1,-0,FALSE
Klf12,0.9960598372030169,-9.597465805414882e-13,0.004,0.004,1,1,-0,FALSE
Rims2,0.9960598372030169,-0.0031729420384824934,0.004,0.004,1,1,-0,FALSE
Apol7e,0.9960598372030169,0,0.004,0.004,1,1,-0,FALSE
Ccdc154,0.9960598372030169,-8.232521885803445e-4,0.004,0.004,1,1,-0,FALSE
Glis3,0.9960598372030169,-0.0013802149866430622,0.004,0.004,1,1,-0,FALSE
B230369F24Rik,0.99609172136275,-6.836471929627837e-5,0.008,0.008,1,1,-0,FALSE
Nrarp,0.99609172136275,4.0912811121040474e-4,0.008,0.008,1,1,-0,FALSE
Cyp2ab1,0.99609172136275,-0.006212365743887427,0.008,0.008,1,1,-0,FALSE
Ildr1,0.99609172136275,5.976750675548274e-4,0.008,0.008,1,1,-0,FALSE
Pcdhgc4,0.99609172136275,0.0015697451235114675,0.008,0.008,1,1,-0,FALSE
Panx1,0.9961177126869586,-0.014812255979886224,0.222,0.221,1,1,-0,FALSE
Gm38336,0.9961356286621837,0.004473514760949427,0.006,0.006,1,1,-0,FALSE
3300002I08Rik,0.9961356286621837,3.8180341896502067e-05,0.006,0.006,1,1,-0,FALSE
Vwa1,0.9961356286621837,5.763034325407439e-5,0.006,0.006,1,1,-0,FALSE
Gal3st4,0.9961356286621837,-0.002966104806645031,0.006,0.006,1,1,-0,FALSE
Gm45151,0.9961356286621837,-8.495232302787462e-4,0.006,0.006,1,1,-0,FALSE
Epcam,0.9961356286621837,-8.621767831914058e-4,0.006,0.006,1,1,-0,FALSE
Gimap1os,0.9962593505667736,0,0.018,0.018,1,1,-0,FALSE
Dcun1d4,0.9964259203369046,5.507260808924365e-4,0.024,0.024,1,1,-0,FALSE
Layn,0.9965985630206635,0.004693012748464259,0.057,0.057,1,1,-0,FALSE
Gm16638,0.9966135207758116,0.003949412405229267,0.014,0.014,1,1,-0,FALSE
Peak1,0.9966169296703411,-0.003918091233790277,0.246,0.251,1,1,-0,FALSE
Gm45311,0.9968025786077492,1.4750897740371024e-4,0.012,0.012,1,1,-0,FALSE
Slc35g1,0.9968025786077492,5.97662929387616e-4,0.012,0.012,1,1,-0,FALSE
Gm7694,0.9968751969501742,-0.004310719347622102,0.026,0.026,1,1,-0,FALSE
Slc2a3,0.9968751969501742,1.7733631096228386e-4,0.026,0.026,1,1,-0,FALSE
Cacna1f,0.9968924067243293,0.006039544200829479,0.031,0.032,1,1,-0,FALSE
Tbkbp1,0.9969862952682189,-0.04100932535305113,0.234,0.227,1,1,-0,FALSE
Spata33,0.9970007407830388,0.0038289211949987237,0.01,0.01,1,1,-0,FALSE
Gm35339,0.9970007407830388,0.005274111398936689,0.01,0.01,1,1,-0,FALSE
Msh5,0.9970007407830388,3.187354450002386e-4,0.01,0.01,1,1,-0,FALSE
Gm6710,0.9970074765069874,7.78513211869487e-4,0.018,0.018,1,1,-0,FALSE
Gm19951,0.9970757497700543,-7.097721488172521e-4,0.024,0.024,1,1,-0,FALSE
Tnfsf10,0.9971471731909778,0.0026742933202984834,0.108,0.109,1,1,-0,FALSE
Gm8251,0.9972083669341324,0,0.008,0.008,1,1,-0,FALSE
Teddm2,0.9972083669341324,0.004041657373700108,0.008,0.008,1,1,-0,FALSE
Gm37787,0.9972083669341324,0.001450284235889645,0.008,0.008,1,1,-0,FALSE
Gm12981,0.9972083669341324,0.006186799254665351,0.008,0.008,1,1,-0,FALSE
Mc1r,0.9972083669341324,0.00592450903363837,0.008,0.008,1,1,-0,FALSE
4930524O07Rik,0.9972083669341324,2.1070527432689914e-4,0.008,0.008,1,1,-0,FALSE
Ptchd1,0.9972083669341324,0.011441235259324554,0.008,0.008,1,1,-0,FALSE
Tceanc,0.9972254578044766,7.858408683517198e-4,0.016,0.016,1,1,-0,FALSE
Atl2,0.9973004788936641,-0.012344482686015998,0.083,0.081,1,1,-0,FALSE
Ube2d1,0.9973304854741073,-0.006573637932002552,0.287,0.292,1,1,-0,FALSE
Ccdc88c,0.9973773119592626,-0.0013610977858342066,0.1,0.101,1,1,-0,FALSE
Zdhhc18,0.997389463403891,0.013715587106992222,0.215,0.219,1,1,-0,FALSE
Fhl2,0.9974237468458862,2.0711665244075228e-4,0.006,0.006,1,1,-0,FALSE
1700007K13Rik,0.9974237468458862,0.0011282045372755802,0.006,0.006,1,1,-0,FALSE
Pamr1,0.9974237468458862,6.010341890157929e-4,0.006,0.006,1,1,-0,FALSE
Gm43190,0.9974237468458862,3.315723410644055e-4,0.006,0.006,1,1,-0,FALSE
Gm568,0.9974237468458862,2.1248444817818487e-4,0.006,0.006,1,1,-0,FALSE
Ctnnal1,0.9974237468458862,-3.1489561005634175e-4,0.006,0.006,1,1,-0,FALSE
Lrrc51,0.9974237468458862,-8.555849068377173e-5,0.006,0.006,1,1,-0,FALSE
Shcbp1,0.9974237468458862,-1.0856077797314072e-4,0.006,0.006,1,1,-0,FALSE
Gm48604,0.9974237468458862,2.986681145833222e-4,0.006,0.006,1,1,-0,FALSE
Col18a1,0.9974237468458862,-3.568493761433129e-4,0.006,0.006,1,1,-0,FALSE
Pgf,0.9974237468458862,-3.9663015274421466e-4,0.006,0.006,1,1,-0,FALSE
Gm10863,0.9974237468458862,1.1857817218988761e-4,0.006,0.006,1,1,-0,FALSE
Gm49901,0.9974237468458862,0.0015668751205096029,0.006,0.006,1,1,-0,FALSE
Vmn2r120,0.9974237468458862,4.765850190882777e-4,0.006,0.006,1,1,-0,FALSE
Gm50232,0.9974237468458862,9.658569318343226e-5,0.006,0.006,1,1,-0,FALSE
Gm14154,0.9974601372456341,-1.485453382712998e-4,0.014,0.014,1,1,-0,FALSE
Cnrip1,0.9974601372456341,9.610279511444748e-16,0.014,0.014,1,1,-0,FALSE
Rtl6,0.9975001552595942,0.003089655833473766,0.026,0.026,1,1,-0,FALSE
Gm15834,0.9976358961722298,-3.51657039835635e-4,0.004,0.004,1,1,-0,FALSE
Col6a3,0.9976358961722298,0,0.004,0.004,1,1,-0,FALSE
Ptpn14,0.9976358961722298,-1.425321309338031e-4,0.004,0.004,1,1,-0,FALSE
Cd59b,0.9976358961722298,-7.443546394911979e-4,0.004,0.004,1,1,-0,FALSE
Fibin,0.9976358961722298,0,0.004,0.004,1,1,-0,FALSE
Zfp965,0.9976358961722298,-0.0013945719314829423,0.004,0.004,1,1,-0,FALSE
Gm15265,0.9976358961722298,0.005137576605130869,0.004,0.004,1,1,-0,FALSE
Triqk,0.9976358961722298,7.10621838823206e-5,0.004,0.004,1,1,-0,FALSE
Tmem246,0.9976358961722298,-3.533299185990912e-4,0.004,0.004,1,1,-0,FALSE
Mterf1b,0.9976358961722298,-2.0560125716285777e-5,0.004,0.004,1,1,-0,FALSE
4933404O12Rik,0.9976358961722298,6.183849496581078e-5,0.004,0.004,1,1,-0,FALSE
V1ra8,0.9976358961722298,-2.7673557227682897e-4,0.004,0.004,1,1,-0,FALSE
Lpar5,0.9976358961722298,-9.155813180788232e-4,0.004,0.004,1,1,-0,FALSE
Grik5,0.9976358961722298,2.4642185329357613e-4,0.004,0.004,1,1,-0,FALSE
Gm44949,0.9976358961722298,-3.930737262023017e-4,0.004,0.004,1,1,-0,FALSE
Gm44672,0.9976358961722298,5.57682524630889e-4,0.004,0.004,1,1,-0,FALSE
Gm17484,0.9976358961722298,-0.00026814800587456966,0.004,0.004,1,1,-0,FALSE
Tex12,0.9976358961722298,1.8915888811348296e-5,0.004,0.004,1,1,-0,FALSE
Cspg4,0.9976358961722298,8.41091285981972e-4,0.004,0.004,1,1,-0,FALSE
Gm10655,0.9976358961722298,-8.563320755637172e-6,0.004,0.004,1,1,-0,FALSE
Lipc,0.9976358961722298,2.243274249007685e-4,0.004,0.004,1,1,-0,FALSE
Gm29562,0.9976358961722298,2.9020440906716563e-4,0.004,0.004,1,1,-0,FALSE
Gm42756,0.9976358961722298,4.3276063876398346e-4,0.004,0.004,1,1,-0,FALSE
B230208H11Rik,0.9976358961722298,-3.6362425282554164e-4,0.004,0.004,1,1,-0,FALSE
Gm31763,0.9976358961722298,-0.0012238195127549905,0.004,0.004,1,1,-0,FALSE
Amdhd1,0.9976358961722298,-6.004247135937587e-4,0.004,0.004,1,1,-0,FALSE
Tmtc2,0.9976358961722298,0,0.004,0.004,1,1,-0,FALSE
4930412M03Rik,0.9976358961722298,6.611832186996318e-4,0.004,0.004,1,1,-0,FALSE
Kdm6bos,0.9976358961722298,0,0.004,0.004,1,1,-0,FALSE
Cygb,0.9976358961722298,-0.003934120940854401,0.004,0.004,1,1,-0,FALSE
4933406C10Rik,0.9976358961722298,-1.2926586183396697e-4,0.004,0.004,1,1,-0,FALSE
Gm34215,0.9976358961722298,0,0.004,0.004,1,1,-0,FALSE
Nid1,0.9976358961722298,0,0.004,0.004,1,1,-0,FALSE
Bhmt,0.9976358961722298,-0.0010547706852461255,0.004,0.004,1,1,-0,FALSE
Gm47794,0.9976358961722298,-6.309074625460032e-4,0.004,0.004,1,1,-0,FALSE
Zmiz1os1,0.9976358961722298,7.977712174491681e-4,0.004,0.004,1,1,-0,FALSE
Sema3g,0.9976358961722298,0,0.004,0.004,1,1,-0,FALSE
Gm43647,0.9976358961722298,0,0.004,0.004,1,1,-0,FALSE
Sema5a,0.9976358961722298,0,0.004,0.004,1,1,-0,FALSE
Gpd1,0.9976358961722298,-1.9958712293881254e-5,0.004,0.004,1,1,-0,FALSE
Gm45338,0.9976358961722298,-2.7616402208290557e-4,0.004,0.004,1,1,-0,FALSE
Gm10785,0.9976358961722298,4.6024951899125473e-5,0.004,0.004,1,1,-0,FALSE
Erg,0.9976358961722298,-6.640788344979389e-6,0.004,0.004,1,1,-0,FALSE
Gm17949,0.9976358961722298,4.999706158838177e-4,0.004,0.004,1,1,-0,FALSE
Fosl1,0.9976358961722298,-4.3913859777818887e-4,0.004,0.004,1,1,-0,FALSE
Dusp9,0.9976358961722298,9.498323125187167e-4,0.004,0.004,1,1,-0,FALSE
Nox1,0.9976358961722298,-2.0253774370756344e-7,0.004,0.004,1,1,-0,FALSE
Gm5426,0.9977161245829258,2.9492588045512344e-4,0.012,0.012,1,1,-0,FALSE
Bbs7,0.9977167526859984,0.0071285772832688984,0.039,0.04,1,1,-0,FALSE
Slc7a6os,0.997744759663764,0.0018720687051488188,0.122,0.123,1,1,-0,FALSE
1700034P13Rik,0.9977733003757484,-1.6581403819275822e-4,0.002,0.002,1,1,-0,FALSE
Cpa6,0.9977733003757484,-0.005187536567536308,0.002,0.002,1,1,-0,FALSE
Ica1l,0.9977733003757484,-6.40685300762983e-16,0.002,0.002,1,1,-0,FALSE
Gm17017,0.9977733003757484,-8.545310407237529e-4,0.002,0.002,1,1,-0,FALSE
Gal3st2c,0.9977733003757484,-8.365472326675939e-4,0.002,0.002,1,1,-0,FALSE
Platr1,0.9977733003757484,-3.32881425399896e-4,0.002,0.002,1,1,-0,FALSE
A830008E24Rik,0.9977733003757484,-3.869664792707536e-4,0.002,0.002,1,1,-0,FALSE
Angptl1,0.9977733003757484,-3.203426503814917e-16,0.002,0.002,1,1,-0,FALSE
Klhdc9,0.9977733003757484,-3.058467864712874e-4,0.002,0.002,1,1,-0,FALSE
Gm37756,0.9977733003757484,0,0.002,0.002,1,1,-0,FALSE
Fcer1a,0.9977733003757484,-0.0016778014028364912,0.002,0.002,1,1,-0,FALSE
Gm37422,0.9977733003757484,-0.001244736783432471,0.002,0.002,1,1,-0,FALSE
Ak1,0.9977733003757484,-9.195341249584723e-4,0.002,0.002,1,1,-0,FALSE
Gm13556,0.9977733003757484,-0.007557347701614336,0.002,0.002,1,1,-0,FALSE
Lrp2,0.9977733003757484,0,0.002,0.002,1,1,-0,FALSE
Chn1,0.9977733003757484,-7.65854189313738e-4,0.002,0.002,1,1,-0,FALSE
Pjvk,0.9977733003757484,-5.939162927675024e-4,0.002,0.002,1,1,-0,FALSE
Olfr1238,0.9977733003757484,-5.713051673418227e-4,0.002,0.002,1,1,-0,FALSE
Actc1,0.9977733003757484,-3.203426503814917e-16,0.002,0.002,1,1,-0,FALSE
Fsip1,0.9977733003757484,-2.252562488053954e-4,0.002,0.002,1,1,-0,FALSE
Capn3,0.9977733003757484,-6.000225681125968e-4,0.002,0.002,1,1,-0,FALSE
Ggt7,0.9977733003757484,-7.718294372535727e-5,0.002,0.002,1,1,-0,FALSE
Gm826,0.9977733003757484,-2.1482928284215956e-5,0.002,0.002,1,1,-0,FALSE
Tshz2,0.9977733003757484,-8.089492428325418e-5,0.002,0.002,1,1,-0,FALSE
Bmp7,0.9977733003757484,0,0.002,0.002,1,1,-0,FALSE
Uckl1os,0.9977733003757484,-1.2984403112148218e-5,0.002,0.002,1,1,-0,FALSE
Gm14496,0.9977733003757484,-7.638112044952526e-4,0.002,0.002,1,1,-0,FALSE
Gm9833,0.9977733003757484,-2.3072965366893923e-4,0.002,0.002,1,1,-0,FALSE
Gm36823,0.9977733003757484,-0.0015407611371417568,0.002,0.002,1,1,-0,FALSE
Pcdh18,0.9977733003757484,-2.1790932644228983e-6,0.002,0.002,1,1,-0,FALSE
Ptx3,0.9977733003757484,-0.003272143080218557,0.002,0.002,1,1,-0,FALSE
Hcn3,0.9977733003757484,-1.8287785282137093e-10,0.002,0.002,1,1,-0,FALSE
Efna4,0.9977733003757484,-1.9196879125190388e-4,0.002,0.002,1,1,-0,FALSE
Gm128,0.9977733003757484,-2.7360092017648214e-4,0.002,0.002,1,1,-0,FALSE
Hormad1,0.9977733003757484,-0.0010915502692571603,0.002,0.002,1,1,-0,FALSE
Hist2h2aa2,0.9977733003757484,-0.0015767931026525839,0.002,0.002,1,1,-0,FALSE
Gm20628,0.9977733003757484,-3.060658667820102e-4,0.002,0.002,1,1,-0,FALSE
Gm15471,0.9977733003757484,-0.0011273424904979794,0.002,0.002,1,1,-0,FALSE
Pifo,0.9977733003757484,-7.354106224784528e-12,0.002,0.002,1,1,-0,FALSE
Celsr2,0.9977733003757484,-4.5417247951564564e-4,0.002,0.002,1,1,-0,FALSE
Gm43573,0.9977733003757484,-2.2327576125033403e-4,0.002,0.002,1,1,-0,FALSE
Depdc1a,0.9977733003757484,0,0.002,0.002,1,1,-0,FALSE
Reck,0.9977733003757484,0,0.002,0.002,1,1,-0,FALSE
Ptpn3,0.9977733003757484,-2.3886942431393073e-4,0.002,0.002,1,1,-0,FALSE
Pakap,0.9977733003757484,-0.00021425567551077481,0.002,0.002,1,1,-0,FALSE
Tnc,0.9977733003757484,-9.386985437603431e-4,0.002,0.002,1,1,-0,FALSE
Gm28096,0.9977733003757484,-0.0021261752454001144,0.002,0.002,1,1,-0,FALSE
Gm44037,0.9977733003757484,-3.7752547183228687e-4,0.002,0.002,1,1,-0,FALSE
Gm12953,0.9977733003757484,-1.8027375315561903e-4,0.002,0.002,1,1,-0,FALSE
Tfap2e,0.9977733003757484,-0.059992070712269335,0.002,0.002,1,1,-0,FALSE
Nr0b2,0.9977733003757484,-0.0024950460350709096,0.002,0.002,1,1,-0,FALSE
Megf6,0.9977733003757484,-3.203426503814917e-16,0.002,0.002,1,1,-0,FALSE
Atad3aos,0.9977733003757484,0,0.002,0.002,1,1,-0,FALSE
4930580E04Rik,0.9977733003757484,0,0.002,0.002,1,1,-0,FALSE
Fam184b,0.9977733003757484,-2.7255630909321432e-5,0.002,0.002,1,1,-0,FALSE
Slit2,0.9977733003757484,-1.2215656498233322e-4,0.002,0.002,1,1,-0,FALSE
Gm15477,0.9977733003757484,-0.0026461284494962295,0.002,0.002,1,1,-0,FALSE
Ccdc158,0.9977733003757484,-0.0012337559762312452,0.002,0.002,1,1,-0,FALSE
9430085M18Rik,0.9977733003757484,-4.159395735125336e-4,0.002,0.002,1,1,-0,FALSE
Gm29707,0.9977733003757484,-0.001015357352477292,0.002,0.002,1,1,-0,FALSE
Mn1,0.9977733003757484,0,0.002,0.002,1,1,-0,FALSE
Gm43579,0.9977733003757484,-6.973679703046197e-4,0.002,0.002,1,1,-0,FALSE
Gm15747,0.9977733003757484,-3.203426503814917e-16,0.002,0.002,1,1,-0,FALSE
Gm43480,0.9977733003757484,-3.65751269588731e-4,0.002,0.002,1,1,-0,FALSE
Stx1a,0.9977733003757484,0,0.002,0.002,1,1,-0,FALSE
Olfr718-ps1,0.9977733003757484,-7.503505468520037e-4,0.002,0.002,1,1,-0,FALSE
Wasf3,0.9977733003757484,-1.2813706015259605e-14,0.002,0.002,1,1,-0,FALSE
Ica1,0.9977733003757484,-3.203426503814917e-16,0.002,0.002,1,1,-0,FALSE
Lrguk,0.9977733003757484,-1.2117901126164744e-4,0.002,0.002,1,1,-0,FALSE
Gm9008,0.9977733003757484,-2.1208636967792326e-4,0.002,0.002,1,1,-0,FALSE
Eva1a,0.9977733003757484,0,0.002,0.002,1,1,-0,FALSE
2310069B03Rik,0.9977733003757484,-0.0013776898756766404,0.002,0.002,1,1,-0,FALSE
Sema4f,0.9977733003757484,-0.0014850347054245912,0.002,0.002,1,1,-0,FALSE
Gm44200,0.9977733003757484,-0.0010588562700202468,0.002,0.002,1,1,-0,FALSE
Gm43964,0.9977733003757484,-0.002649538794783508,0.002,0.002,1,1,-0,FALSE
