gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,padj,neglogp,sig
Tmem238,0.11602857941380003,0.03266491493958362,0.244,0.206,1,0.5915858623320103,0.22798221328325852,FALSE
Xiap,0.11604428560718587,0.024555613050504688,0.488,0.425,1,0.5915858623320103,0.22798221328325852,FALSE
Polr3d,0.11621227770392989,0.036580921353711826,0.197,0.16,1,0.5920378597036653,0.22765052007665562,FALSE
Enpp5,0.11623192788269274,0.06064010004446019,0.226,0.19,1,0.5920378597036653,0.22765052007665562,FALSE
Noc4l,0.11623890921636812,-0.07914288084872678,0.238,0.273,1,0.5920378597036653,0.22765052007665562,FALSE
Blmh,0.11636644377861628,0.045993930713392195,0.374,0.322,1,0.5925073908314599,0.22730622797220384,FALSE
Dennd1a,0.11654075321867892,0.03433649966731067,0.443,0.381,1,0.5930197103512062,0.22693087163656953,FALSE
Nacc2,0.11656994187495405,0.05121637479576002,0.199,0.162,1,0.5930197103512062,0.22693087163656953,FALSE
Rfc4,0.11657319804362393,0.014719176554793524,0.094,0.067,1,0.5930197103512062,0.22693087163656953,FALSE
Naf1,0.11662687800984542,0.03678448689997679,0.136,0.105,1,0.5931127819177879,0.2268627165727213,FALSE
Dapp1,0.11675588119112948,-0.08599707593438599,0.327,0.356,1,0.5933472987455765,0.22669103044992908,FALSE
Tomm22,0.11676312646636987,-0.08192015548359466,0.807,0.834,1,0.5933472987455765,0.22669103044992908,FALSE
Diablo,0.11677918736198883,0.002774242152261741,0.309,0.257,1,0.5933472987455765,0.22669103044992908,FALSE
Zgpat,0.11690048786536411,0.0318612501528136,0.15,0.117,1,0.5934556051167867,0.2266117639443466,FALSE
Pign,0.11691722442995528,0.0421527171909635,0.167,0.132,1,0.5934556051167867,0.2266117639443466,FALSE
Irak2,0.11692874801192006,-0.098899717802862,0.413,0.451,1,0.5934556051167867,0.2266117639443466,FALSE
Otud5,0.11694212287917591,0.06091713449438002,0.402,0.356,1,0.5934556051167867,0.2266117639443466,FALSE
Tspan31,0.1170118716780719,0.08451109777087418,0.591,0.538,1,0.593629840516901,0.2264842761149851,FALSE
Ccni,0.11728410785063394,0.09493501672439397,0.608,0.573,1,0.5948309276224889,0.22560645886797906,FALSE
Gm42418,0.11732304437978737,-0.294455150700796,1,0.998,1,0.594848417995764,0.22559368908656133,FALSE
Gm40932,0.11748528369468617,0.04298070632632847,0.169,0.132,1,0.5954908755035772,0.22512488867122232,FALSE
Msmo1,0.11755316919513696,0.07966762625442747,0.423,0.385,1,0.5956475856958836,0.22501061417772503,FALSE
1700056N10Rik,0.11758727246555774,0.007942615824911778,0.033,0.018,1,0.5956475856958836,0.22501061417772503,FALSE
Klf6,0.1176912992222638,0.1817376705061926,0.898,0.858,1,0.5959944282669444,0.22475780030042036,FALSE
Osbpl11,0.11800539570983935,0.06056827394058764,0.201,0.166,1,0.5971541398210948,0.22391355256691015,FALSE
Htatip2,0.11800620020478839,0.05247720155205571,0.516,0.455,1,0.5971541398210948,0.22391355256691015,FALSE
Wdr3,0.1180271844187619,-0.045499179141211876,0.175,0.213,1,0.5971541398210948,0.22391355256691015,FALSE
Pou2f1,0.11819554376598655,0.028781502857713553,0.163,0.132,1,0.5977325762641038,0.22349307458925363,FALSE
Rasa3,0.11821283201977713,0.04472850148669261,0.364,0.318,1,0.5977325762641038,0.22349307458925363,FALSE
Asah2,0.11833510017330662,0.019652897168504782,0.112,0.083,1,0.5980668763541055,0.22325025011253738,FALSE
Maml2,0.11835030598177829,0.02960358487492755,0.14,0.107,1,0.5980668763541055,0.22325025011253738,FALSE
Lsm4,0.11851094693252535,-0.08437990752185265,0.74,0.759,1,0.5984831110386948,0.22294810070651175,FALSE
Chaf1b,0.11854327297426472,0.015024899454152245,0.087,0.061,1,0.5984831110386948,0.22294810070651175,FALSE
Gphn,0.11861612193789157,0.03199146091772789,0.193,0.154,1,0.5984831110386948,0.22294810070651175,FALSE
Commd6,0.11863146056847931,0.03602910720518271,0.583,0.532,1,0.5984831110386948,0.22294810070651175,FALSE
Fancf,0.11867392425909454,0.009062391282661082,0.041,0.024,1,0.5984831110386948,0.22294810070651175,FALSE
Ap4e1,0.11868778045896868,0.02880732750499012,0.079,0.055,1,0.5984831110386948,0.22294810070651175,FALSE
Kctd17,0.11868928158172147,0.03726848257052523,0.179,0.144,1,0.5984831110386948,0.22294810070651175,FALSE
Gm11361,0.11871831190810526,0.015624079503526102,0.051,0.032,1,0.5984831110386948,0.22294810070651175,FALSE
Bcl9,0.11888664061480143,0.008422192689426844,0.15,0.115,1,0.5990916361295385,0.22250674351787128,FALSE
Rgs18,0.11893948645452233,-0.0037515663930324464,0.014,0.028,1,0.5990916361295385,0.22250674351787128,FALSE
Usp36,0.11894624537877962,0.028640868036454076,0.167,0.132,1,0.5990916361295385,0.22250674351787128,FALSE
Ctsw,0.11900045514472053,3.6166685227765496e-13,0.11,0.081,1,0.5991846287581272,0.22243933638194074,FALSE
Cpt1a,0.1191008640341621,0.03059620376997929,0.421,0.362,1,0.5992612430286917,0.22238380921000947,FALSE
Anapc11,0.11910731119209642,0.019288987942036595,0.724,0.658,1,0.5992612430286917,0.22238380921000947,FALSE
Zfp622,0.11916980492814934,-0.07632567857542844,0.329,0.36,1,0.5992612430286917,0.22238380921000947,FALSE
Dcun1d5,0.1191807954046805,0.06539916724082395,0.648,0.583,1,0.5992612430286917,0.22238380921000947,FALSE
Scarb1,0.11919442693340042,0.029164821650808748,0.276,0.235,1,0.5992612430286917,0.22238380921000947,FALSE
Ddx54,0.11928643284486669,0.07343907726264992,0.476,0.433,1,0.5995439842115908,0.22217895034715743,FALSE
Manea,0.11937052884124874,0.03402820022085022,0.134,0.105,1,0.5997868118815981,0.2220030877429082,FALSE
Trem1,0.11958664764756421,-0.018312284281407507,0.033,0.053,1,0.6006926544406567,0.2213476787824508,FALSE
Gm16174,0.11976448620102928,0.01592586311654081,0.028,0.014,1,0.6012845102940748,0.22091998388185374,FALSE
Cd300lb,0.11978987791586419,0.04264722217272782,0.173,0.138,1,0.6012845102940748,0.22091998388185374,FALSE
Champ1,0.1198120907041051,-0.03536876860918664,0.083,0.111,1,0.6012845102940748,0.22091998388185374,FALSE
Pelo,0.11986950712857765,-0.049489220287961405,0.197,0.231,1,0.601392600565465,0.2208419196897033,FALSE
Ccng1,0.1199550606698163,0.06604839379276939,0.482,0.425,1,0.6015484095704432,0.2207294170966399,FALSE
3110040N11Rik,0.11997233821703802,0.032533228369539174,0.232,0.192,1,0.6015484095704432,0.2207294170966399,FALSE
Tmem150b,0.12019165578386072,0.0406100221483513,0.1,0.073,1,0.6023290904080416,0.22016616140421716,FALSE
Ccdc114,0.12019990498836054,0.022615015486662567,0.043,0.026,1,0.6023290904080416,0.22016616140421716,FALSE
5430427O19Rik,0.12026515208214786,0.04129764797754973,0.173,0.136,1,0.602475935206504,0.22006029550122314,FALSE
Ffar2,0.12038617229632043,0.004314722979955697,0.014,0.028,1,0.6027991242893282,0.21982738727410908,FALSE
Rnf135,0.12042437755692319,0.05738019675625464,0.165,0.132,1,0.6027991242893282,0.21982738727410908,FALSE
Ppa2,0.12043755323022075,0.03846931910367138,0.246,0.2,1,0.6027991242893282,0.21982738727410908,FALSE
Eri3,0.12058237692257391,0.04173691967953652,0.234,0.2,1,0.6033438214854281,0.2194351302808817,FALSE
Prf1,0.12063825868076328,2.2423985526704225e-15,0.051,0.032,1,0.6033752730262761,0.21941249165569898,FALSE
Socs5,0.12067730594293068,-0.019328349490687985,0.061,0.087,1,0.6033752730262761,0.21941249165569898,FALSE
Dnajc16,0.12069665257469894,0.03739226634584286,0.12,0.091,1,0.6033752730262761,0.21941249165569898,FALSE
Rnasek,0.12076820581506684,-0.06522008714334127,0.939,0.907,1,0.6035529713393412,0.21928460766967817,FALSE
Mfsd8,0.12090367898551728,-0.02929407055043909,0.061,0.087,1,0.6040499156945575,0.21892717195006664,FALSE
Bud31,0.12102556074398736,0.04165918477409547,0.506,0.47,1,0.6042814277610369,0.21876075333527048,FALSE
Arrdc3,0.12106967240330405,0.022291796454739277,0.161,0.125,1,0.6042814277610369,0.21876075333527048,FALSE
Abhd18,0.12107246677086358,-0.03767523447531915,0.089,0.117,1,0.6042814277610369,0.21876075333527048,FALSE
Fam118b,0.12109422001248794,-0.02219333951397226,0.156,0.194,1,0.6042814277610369,0.21876075333527048,FALSE
Rpap2,0.12120049557680415,0.02562939724346322,0.144,0.111,1,0.6045218831000755,0.21858797348377978,FALSE
Stim1,0.12121453580117847,0.048399636670038215,0.309,0.265,1,0.6045218831000755,0.21858797348377978,FALSE
Ndufaf5,0.12136728050365111,0.029917809072168483,0.132,0.101,1,0.604926669267506,0.2182972684263622,FALSE
Stap1,0.12138432862364285,0.009317933233677154,0.22,0.18,1,0.604926669267506,0.2182972684263622,FALSE
Mdm4,0.12144842069951031,0.014472529258957423,0.374,0.33,1,0.604926669267506,0.2182972684263622,FALSE
Jade2,0.12145974390519891,0.03278985584697251,0.169,0.136,1,0.604926669267506,0.2182972684263622,FALSE
Xrcc6,0.12147614656690284,0.02979943100962757,0.089,0.063,1,0.604926669267506,0.2182972684263622,FALSE
Sec23ip,0.12166152005137003,0.0389897870496792,0.244,0.204,1,0.6056698542028703,0.21776404178849984,FALSE
Exd2,0.1217656623431762,0.013905243910492152,0.089,0.061,1,0.6060083230986697,0.2175214110630835,FALSE
Dffa,0.12192606124991921,0.016090659405895602,0.089,0.063,1,0.6066264881778409,0.2170786302628824,FALSE
Tmem245,0.12205142466288624,0.05081107508616807,0.197,0.168,1,0.6066349454051256,0.21707257562858787,FALSE
Gm26982,0.12205635509513241,-0.011573376766396982,0.014,0.028,1,0.6066349454051256,0.21707257562858787,FALSE
Rpl31,0.12206299738217619,0.040421708956905,0.976,0.98,1,0.6066349454051256,0.21707257562858787,FALSE
Gatd1,0.12207252540576832,0.04154490380470466,0.315,0.271,1,0.6066349454051256,0.21707257562858787,FALSE
Gm8797,0.12214498890481898,0.012682515876327356,0.071,0.047,1,0.606772444911746,0.21697414986042168,FALSE
Napepld,0.12221060461505588,0.015107439718257232,0.063,0.042,1,0.606772444911746,0.21697414986042168,FALSE
Fcna,0.12226639532343303,0.08899726310746711,0.028,0.014,1,0.606772444911746,0.21697414986042168,FALSE
Gm49463,0.12226639532343303,0.01680046509409596,0.028,0.014,1,0.606772444911746,0.21697414986042168,FALSE
Gm47754,0.12228240855500927,-0.02809726580365575,0.071,0.099,1,0.606772444911746,0.21697414986042168,FALSE
Stk26,0.12231739001054705,1.0630227720480469e-7,0.043,0.026,1,0.606772444911746,0.21697414986042168,FALSE
Paf1,0.1223650591958431,-0.07362486615792777,0.25,0.285,1,0.6068293261067226,0.2169334393247082,FALSE
Spib,0.12247671792738099,-7.797187044160056e-4,0.014,0.028,1,0.6071982036760328,0.21666952191946112,FALSE
Wdr81,0.12251189147072802,0.0038657270162225366,0.222,0.18,1,0.6071982036760328,0.21666952191946112,FALSE
Npat,0.12262391235931833,0.0011044193037533928,0.11,0.081,1,0.6073321521317748,0.2165737267420975,FALSE
Lamtor1,0.12262576414969992,0.08610460305639678,0.837,0.802,1,0.6073321521317748,0.2165737267420975,FALSE
Cyb561d2,0.12272056348529024,0.06078773682841604,0.35,0.308,1,0.6073321521317748,0.2165737267420975,FALSE
Mlec,0.12281513279242198,0.09074650002725104,0.52,0.478,1,0.6073321521317748,0.2165737267420975,FALSE
Trbc2,0.12282514879734138,2.418907353023865e-12,0.199,0.168,1,0.6073321521317748,0.2165737267420975,FALSE
Ogdh,0.12286703745819647,0.0787984256770935,0.614,0.561,1,0.6073321521317748,0.2165737267420975,FALSE
Chtop,0.12287105385703848,0.04558839810743992,0.384,0.33,1,0.6073321521317748,0.2165737267420975,FALSE
Grk4,0.12289821114385188,0.0172719931561109,0.028,0.014,1,0.6073321521317748,0.2165737267420975,FALSE
1700028E10Rik,0.12289821114385188,0.015532938980042474,0.028,0.014,1,0.6073321521317748,0.2165737267420975,FALSE
Elmod2,0.1229012444834137,0.028621356138854998,0.161,0.128,1,0.6073321521317748,0.2165737267420975,FALSE
Midn,0.12339828813967688,-0.03322815515959321,0.242,0.285,1,0.6091547875779729,0.21527233815620314,FALSE
Psmb2,0.12340210288143302,-0.13367011416271257,0.933,0.925,1,0.6091547875779729,0.21527233815620314,FALSE
Stx7,0.12340415007118154,-0.09142421751042229,0.837,0.826,1,0.6091547875779729,0.21527233815620314,FALSE
Ppm1k,0.12341544318188735,-0.015262206460817385,0.091,0.121,1,0.6091547875779729,0.21527233815620314,FALSE
Ankrd44,0.12345810158181911,0.01677743038152668,0.478,0.423,1,0.6091577229702617,0.21527024538499345,FALSE
Rbm12b2,0.12348872107463008,0.030685920687559556,0.077,0.053,1,0.6091577229702617,0.21527024538499345,FALSE
Vps13b,0.12353244342027395,0.02200553442862921,0.256,0.213,1,0.6091941208033633,0.2152442965949871,FALSE
Gm26569,0.12357047443536694,0.03273194577435972,0.075,0.051,1,0.609202438966359,0.21523836661716558,FALSE
Fxr1,0.12361614506865422,-0.06203521370145215,0.51,0.534,1,0.6092484044812649,0.21520559948569148,FALSE
Il18rap,0.12381874202731817,0.007476319601191921,0.075,0.051,1,0.6100675349388321,0.2146220855994279,FALSE
Rpp30,0.1242729675342073,0.06030459145485273,0.254,0.215,1,0.6115997675524522,0.21353268831973474,FALSE
Gm9733,0.12430561150888729,-0.028633192175357838,0.047,0.069,1,0.6115997675524522,0.21353268831973474,FALSE
Mgat5,0.12431900950063551,0.02385757499709265,0.24,0.206,1,0.6115997675524522,0.21353268831973474,FALSE
Hmox1,0.12444355351086393,-0.5953001129313313,0.703,0.648,1,0.6115997675524522,0.21353268831973474,FALSE
Lrrc8c,0.1244642429728915,-0.08193616139368487,0.583,0.644,1,0.6115997675524522,0.21353268831973474,FALSE
Wdr89,0.12446986992889371,-0.06158473757559979,0.087,0.113,1,0.6115997675524522,0.21353268831973474,FALSE
Adam8,0.12450257202245377,0.06481215426885945,0.25,0.208,1,0.6115997675524522,0.21353268831973474,FALSE
Zfp451,0.12450903695540647,-0.056643732020383,0.228,0.263,1,0.6115997675524522,0.21353268831973474,FALSE
Clec4n,0.12462863068929886,-0.12769862088758854,0.571,0.597,1,0.6115997675524522,0.21353268831973474,FALSE
Psma2,0.12468700716801734,-0.09072901739459827,0.935,0.923,1,0.6115997675524522,0.21353268831973474,FALSE
Cdk7,0.12476232631655068,-0.05043839124379201,0.183,0.221,1,0.6115997675524522,0.21353268831973474,FALSE
Ilk,0.12479033553480236,0.02508077653745333,0.581,0.528,1,0.6115997675524522,0.21353268831973474,FALSE
Riok2,0.12482943589314253,0.031969580105789513,0.177,0.142,1,0.6115997675524522,0.21353268831973474,FALSE
Tbc1d22a,0.12489813456905069,0.04081484797707832,0.215,0.17,1,0.6115997675524522,0.21353268831973474,FALSE
Cul5,0.1250064729652885,0.0373825599422124,0.329,0.281,1,0.6115997675524522,0.21353268831973474,FALSE
Ss18l1,0.12519489528089026,-0.041592896358961996,0.028,0.045,1,0.6115997675524522,0.21353268831973474,FALSE
Tex2,0.1251991430106159,0.028350806314060215,0.126,0.095,1,0.6115997675524522,0.21353268831973474,FALSE
Acot7,0.1252294670173836,0.0058699694553716875,0.283,0.231,1,0.6115997675524522,0.21353268831973474,FALSE
Mdm1,0.12526900622250842,-0.006468536862273952,0.01,0.022,1,0.6115997675524522,0.21353268831973474,FALSE
Zeb2os,0.12529848118702344,-0.010225186935953423,0.441,0.377,1,0.6115997675524522,0.21353268831973474,FALSE
Ankrd39,0.12529990045740097,0.03197959786087651,0.161,0.128,1,0.6115997675524522,0.21353268831973474,FALSE
Bco2,0.1255611315841212,0.03359619934327686,0.035,0.02,1,0.6115997675524522,0.21353268831973474,FALSE
Stx3,0.12562500836336074,0.06120345166592944,0.506,0.449,1,0.6115997675524522,0.21353268831973474,FALSE
Gba,0.12566662608009843,0.037242480582606596,0.545,0.492,1,0.6115997675524522,0.21353268831973474,FALSE
Ppp2r5e,0.12567372650503608,-0.04486803556199237,0.26,0.302,1,0.6115997675524522,0.21353268831973474,FALSE
Stat6,0.12568337995174592,0.02612794126626572,0.516,0.457,1,0.6115997675524522,0.21353268831973474,FALSE
Myl6,0.12578471808368094,-0.05659672727278142,0.99,0.992,1,0.6115997675524522,0.21353268831973474,FALSE
Arhgef5,0.12588046215093995,0.010012559410002541,0.028,0.014,1,0.6115997675524522,0.21353268831973474,FALSE
Lmf2,0.12588058811762826,0.01699095434761655,0.175,0.138,1,0.6115997675524522,0.21353268831973474,FALSE
Cstf3,0.12598252008931476,0.023326182896789283,0.201,0.162,1,0.6115997675524522,0.21353268831973474,FALSE
Serf1,0.1260070550073274,-0.01293633687565282,0.207,0.249,1,0.6115997675524522,0.21353268831973474,FALSE
Glmp,0.12610301735107726,0.06265598328686983,0.791,0.717,1,0.6115997675524522,0.21353268831973474,FALSE
Peli2,0.12629648571629262,0.020168311303527378,0.118,0.089,1,0.6115997675524522,0.21353268831973474,FALSE
9530034E10Rik,0.12646918472914392,-0.014197916062022177,0.006,0.016,1,0.6115997675524522,0.21353268831973474,FALSE
Ddost,0.1265059129862644,0.07722614078614276,0.803,0.713,1,0.6115997675524522,0.21353268831973474,FALSE
Cox7a1,0.12651224873210387,0.014765247994850246,0.071,0.047,1,0.6115997675524522,0.21353268831973474,FALSE
Opn3,0.12652679116244164,0.012284779242813987,0.028,0.014,1,0.6115997675524522,0.21353268831973474,FALSE
Igf2bp2,0.12668394237888453,0.01679112989516886,0.035,0.02,1,0.6115997675524522,0.21353268831973474,FALSE
Dpy19l4,0.12677073543839015,0.04541658110140066,0.167,0.136,1,0.6115997675524522,0.21353268831973474,FALSE
Smarcd1,0.1268119587503032,0.04803123149758959,0.228,0.192,1,0.6115997675524522,0.21353268831973474,FALSE
Ube2e2,0.1269065074334487,-0.017482665040976633,0.098,0.13,1,0.6115997675524522,0.21353268831973474,FALSE
Gt(ROSA)26Sor,0.12711411482428484,0.048956202030851964,0.252,0.213,1,0.6115997675524522,0.21353268831973474,FALSE
Gab2,0.12717354680564022,0.0069162709486694784,0.297,0.257,1,0.6115997675524522,0.21353268831973474,FALSE
Gm30025,0.1273304194106045,0.023512442155827415,0.055,0.036,1,0.6115997675524522,0.21353268831973474,FALSE
BC004004,0.12733898121996398,0.048194156941114064,0.563,0.518,1,0.6115997675524522,0.21353268831973474,FALSE
1810041H14Rik,0.12736169929369964,-0.0032123877034280104,0.006,0.016,1,0.6115997675524522,0.21353268831973474,FALSE
Neil1,0.12738340660791694,0.03158201570613593,0.067,0.045,1,0.6115997675524522,0.21353268831973474,FALSE
Pim2,0.12743681481180746,-4.036317394806617e-14,0.02,0.036,1,0.6115997675524522,0.21353268831973474,FALSE
Cdk1,0.12745943059437967,0.01857073701103847,0.079,0.055,1,0.6115997675524522,0.21353268831973474,FALSE
Etv3,0.12776773490973475,0.10246724379759686,0.415,0.352,1,0.6115997675524522,0.21353268831973474,FALSE
Pld3,0.12784735766481312,0.10839359210520039,0.756,0.711,1,0.6115997675524522,0.21353268831973474,FALSE
Aasdhppt,0.12792612450128943,0.029785858351591726,0.219,0.18,1,0.6115997675524522,0.21353268831973474,FALSE
Cdadc1,0.12811569044372823,0.03879809088351335,0.201,0.166,1,0.6115997675524522,0.21353268831973474,FALSE
Hnrnph3,0.12819022073551212,0.05627603169898582,0.339,0.3,1,0.6115997675524522,0.21353268831973474,FALSE
Zfp790,0.12819316342424653,0.014179896955917013,0.035,0.02,1,0.6115997675524522,0.21353268831973474,FALSE
Oma1,0.12822612731502855,0.00445116788229083,0.248,0.209,1,0.6115997675524522,0.21353268831973474,FALSE
Ikzf2,0.1282490957582737,0.02955973118997139,0.13,0.101,1,0.6115997675524522,0.21353268831973474,FALSE
3110045C21Rik,0.12825910656007514,-0.014110355995256986,0.006,0.016,1,0.6115997675524522,0.21353268831973474,FALSE
2310068J16Rik,0.12825910656007514,-0.010244550532898411,0.006,0.016,1,0.6115997675524522,0.21353268831973474,FALSE
Acp5,0.12844263668879585,0.04389218671360595,0.795,0.706,1,0.6115997675524522,0.21353268831973474,FALSE
Tmem268,0.1284770863411977,0.03168043624061884,0.315,0.269,1,0.6115997675524522,0.21353268831973474,FALSE
Prxl2c,0.12848876053289265,0.02672118733760362,0.281,0.239,1,0.6115997675524522,0.21353268831973474,FALSE
Rilp,0.12859484548077912,0.0346337740440309,0.067,0.045,1,0.6115997675524522,0.21353268831973474,FALSE
Grtp1,0.1287327270382148,-0.005735564231674082,0.01,0.022,1,0.6115997675524522,0.21353268831973474,FALSE
Aurkb,0.12876271160772998,0.005120324824560821,0.035,0.02,1,0.6115997675524522,0.21353268831973474,FALSE
Actr8,0.12878044362934862,0.03840469973858157,0.201,0.168,1,0.6115997675524522,0.21353268831973474,FALSE
Ppp3ca,0.12891201512262232,0.07870175966215631,0.638,0.589,1,0.6115997675524522,0.21353268831973474,FALSE
